rank	no	word	ph	pos	def	freq	years	yearList	topForms
1356		hungry	ˈhʌŋɡrɪ	adj.	（饥）饿的	16	6	2010/2014/2015/2017/2019/2021	hungry:16
1357		ignore	ɪɡˈnɔː(r)	v.	忽视，对…不理会	16	5	2008/2014/2015/2017/2022	ignored:12 ignoring:2 ignore:2
1358		India	ˈɪndɪə	n.	* n. 印度	16	5	2013/2014/2016/2020/2022	india:16
1359		indicate	ˈɪndɪkeɪt	v.	表明，象征，暗示	16	7	2009/2015/2016/2018/2019/2020/2022	indicates:10 indicate:3 indicating:2 indicated:1
1360		insect	ˈɪnsekt	n.	昆虫	16	3	2014/2017/2020	insects:12 insect:4
1361		lack	læk	n. vt.	缺乏，缺少	16	6	2010/2015/2016/2019/2020/2022	lack:15 lacking:1
1362		leg	leɡ	n.	腿；腿脚；支柱	16	7	2008/2011/2012/2014/2018/2020/2022	legs:8 leg:8
1363		loud	laʊd	adj.	大声的	16	6	2012/2014/2015/2017/2018/2021	loud:12 louder:2 loudest:2
1364		luck	lʌk	n.	运气，好运	16	7	2012/2013/2014/2017/2018/2020/2021	luck:16
1365		membership	'membәʃip	n.	资格；成员资格；会员身份	16	4	2011/2016/2021/2022	membership:16
1366		middle	ˈmɪd(ə)l	n.	中间;当中;中级的	16	8	2010/2011/2014/2017/2018/2019/2020/2022	middle:16
1367		NASA	'næsә	abbr.	美国国家航空和宇宙航行局（National Aeronautics and Space Administration）	16	1	2019	nasa:16
1368		nervous	ˈnɜːvəs	adj.	紧张不安的	16	7	2010/2013/2016/2017/2018/2019/2022	nervous:16
1369		police	pəˈliːs	n.	警察，警务人员；policeman (复-men	16	5	2011/2013/2014/2016/2020	police:15 policing:1
1370		post	pəʊst	n. v.	邮政，邮寄，邮件 v. 投寄； 邮寄	16	5	2011/2014/2016/2017/2018	post:6 posted:6 posts:4
1371		predict	prɪˈdɪkt	v.	预言，预告，预报	16	4	2017/2018/2019/2022	predicted:11 predict:2 predicts:2 predicting:1
1372		private	ˈpraɪvɪt	adj.	私人的	16	5	2010/2013/2016/2019/2020	private:16
1373		recycle	riːˈsaɪk(ə)l	vt.	回收；再循环	16	3	2014/2018/2021	recycling:8 recycled:6 recycle:2
1374		retire	rɪˈtaɪə(r)	v.	退休	16	6	2014/2015/2019/2020/2021/2022	retired:7 retirees:4 retire:3 retiring:2
1375		ruin	ˈruːɪn	vt. n.	（使）毁坏；（使） 毁灭 n. (复) 废墟；遗迹	16	6	2010/2014/2016/2018/2019/2020	ruin:7 ruined:5 ruining:2 ruins:2
1376		sky	skaɪ	n.	天；天空	16	7	2008/2012/2014/2016/2019/2021/2022	sky:16
1377		smell	smel	v. n.	嗅，闻到；发气味；气味	16	7	2010/2012/2013/2015/2016/2017/2018	smell:15 smelled:1
1378		somebody	ˈsʌmbʌdɪ; ˈsʌmbədɪ	pron.	某人；有人；有名气的人	16	8	2008/2010/2011/2013/2016/2017/2019/2021	somebody:16
1379		straight	streɪt	adj. adv.	一直的，直的 ad. 一直地，直地	16	5	2008/2010/2012/2015/2020	straight:14 straighter:2
1380		struggle	ˈstrʌɡ(ə)l	vi.	斗争	16	6	2009/2013/2014/2016/2017/2018	struggling:8 struggled:5 struggle:3
1381		succeed	səkˈsiːd	vi.	成功	16	7	2010/2011/2012/2013/2015/2019/2020	succeed:11 succeeded:4 succeeding:1
1382		teenager	ˈtiːneɪdʒə(r)	n.	（13～19岁的）青少年，十几岁的少年	16	5	2011/2016/2019/2021/2022	teenager:8 teenagers:8
1383		vitamin	'vaitәmin	n.	维生素	16	3	2015/2018/2019	vitamin:16
1384		war	wɔː(r)	n.	战争	16	5	2010/2013/2015/2016/2018	war:11 wars:5
1385		wheelchair	'hwi:l.tʃєә	n.	轮椅	16	4	2010/2013/2017/2020	wheelchair:14 wheelchairs:2
1386		wildlife	ˈwaɪldlaɪf	n.	野生动物	16	5	2010/2011/2017/2021/2022	wildlife:16
1387		absorb	əbˈsɔːb	v.	吸收，使全神贯注	15	5	2008/2009/2017/2018/2019	absorbed:8 absorb:6 absorbs:1
1388		AD	ˌeɪˈdiː	n.	公元	15	3	2009/2011/2019	ad:15
1389		advance	ədˈvɑːns; (US) ədˈvæns	v.	推进，促进；前进	15	4	2016/2017/2018/2019	advance:11 advances:4
1390		agency	ˈeɪdʒənsɪ	n.	代理机构	15	3	2011/2016/2019	agencies:12 agency:3
1391		AI	ai	abbr.	人工智能（artificial intelligence）	15	1	2022	ai:15
1392		announce	əˈnaʊns	vt.	宣布，宣告	15	6	2009/2010/2011/2017/2018/2022	announced:11 announcing:2 announce:2
1393		arrival	əˈraɪv(ə)l	n.	到来，到达	15	5	2014/2015/2018/2020/2021	arrival:13 arrivals:2
1394		as if			na. 彷佛；活像	15	0		as if:15
1395		associate	əˈsəʊʃɪeɪt	v.	联想，联系	15	5	2010/2017/2018/2019/2020	associate:11 associated:4
1396		aware	əˈweə(r)	adj.	知道，意识到，发觉	15	5	2011/2013/2015/2016/2018	aware:15
1397		beauty	ˈbjuːtɪ	n.	美丽，美人	15	6	2010/2015/2017/2019/2020/2022	beauty:15
1398		birth	bɜːθ	n.	出生； 诞生	15	4	2010/2015/2017/2019	birth:14 births:1
1399		boss	bɔs	n.	领班；老板	15	5	2009/2010/2011/2013/2019	boss:15
1400		brown	braʊn	n. adj.	褐色，棕色 a. 褐色的，棕色的	15	5	2010/2012/2015/2018/2020	brown:15
1401		ceremony	ˈserɪmənɪ	n.	典礼，仪式，礼节	15	6	2009/2011/2014/2015/2016/2022	ceremony:12 ceremonies:3
1402		challenging	ˈtʃælɪndʒɪŋ	adj.	具有挑战性的	15	5	2017/2018/2020/2021/2022	challenging:15
1403		chess	tʃes	n.	棋	15	2	2013/2018	chess:15
1404		climate	ˈklaɪmɪt	n.	气候	15	3	2011/2018/2022	climate:15
1405		confirm	kənˈfɜːm	v.	证实，证明，确认	15	5	2014/2016/2018/2020/2022	confirmed:11 confirm:4
1406		correct	kəˈrekt	v. adj.	改正；纠正 a. 正确的，对的；恰当的	15	5	2010/2011/2013/2014/2022	correct:14 correcting:1
1407		creature	ˈkriːtʃə(r)	n.	生物，动物	15	6	2009/2015/2017/2020/2021/2022	creatures:10 creature:5
1408		credit	ˈkredɪt	n.	信用；信赖；信誉	15	4	2013/2014/2018/2022	credits:12 credit:3
1409		drawing	ˈdrɔːɪŋ	n.	图画，素描,绘画；dream (dreamt, dreamt 或--ed, --ed	15	6	2010/2013/2014/2015/2019/2021	drawing:11 drawings:4
1410		employee	.emplɒi'i:	n.	雇员	15	3	2012/2017/2020	employees:15
1411		entry	ˈentrɪ	n.	进入	15	7	2008/2014/2015/2016/2020/2021/2022	entry:9 entries:6
1412		evolution	iːvəˈluːʃ(ə)n; (US) ev-	n.	进化，演变	15	3	2014/2018/2020	evolution:15
1413		exactly	ɪɡˈzæktli	adv.	精确地；确切地	15	7	2008/2010/2011/2015/2016/2020/2022	exactly:15
1414		expression	ɪkˈspreʃ(ə)n	n.	表达；词句；表示，说法；表情	15	6	2010/2011/2013/2014/2015/2020	expressions:8 expression:7
1415		financial	fai'nænʃәl	adj.	金融的；财政的，财务的	15	5	2010/2016/2017/2019/2020	financial:15
1416		focus on			致力于; 使聚焦于; 对（某事或做某事）予以注意; 把…作为兴趣中心	15	0		focus on:15
1417		goods	ɡʊd	n.	商品，货物；goose (复 geese	15	6	2008/2009/2010/2011/2013/2020	goods:15
1418		graduate	ˈɡrædjʊət	v.	毕业	15	5	2011/2013/2015/2018/2020	graduate:8 graduated:5 graduates:2
1419		grandparents	ˈɡrændpeərənt	n.	祖父母.外祖父母	15	2	2016/2018	grandparents:15
1420		in time			及时；终于	15	0		in time:15
1421		Italian	ɪˈtæljən	adj. n.	意大利(人)的；意大利语的 n. 意大利人；意大利语	15	6	2010/2011/2015/2016/2020/2022	italian:10 italians:5
1422		jump	dʒʌmp	n. v.	跳跃；跳变 v. 跳跃；惊起；猛扑	15	6	2013/2014/2015/2016/2018/2019	jumped:8 jumping:3 jumps:2 jump:2
1423		lake	leɪk	n.	湖	15	6	2008/2014/2016/2018/2019/2020	lakes:10 lake:5
1424		latest	ˈleɪtɪst	adj.	最近，最新的；最晚的	15	5	2011/2014/2018/2020/2022	latest:15
1425		lecture	ˈlektʃə(r)	n.	讲课，演讲	15	3	2011/2016/2022	lecture:9 lectures:6
1426		mobile	ˈməʊbaɪl; (US) məʊbl	adj.	活动的，可移动的	15	5	2016/2017/2018/2020/2021	mobile:15
1427		persuade	ˈpɜːsənəlɪ	vt.	说服，劝说	15	9	2008/2009/2010/2012/2014/2018/2019/2020/2021	persuade:8 persuading:4 persuaded:3
1428		player	ˈpleɪə(r)	n.	比赛者，选手	15	4	2015/2016/2018/2019	player:10 players:5
1429		print	prɪnt	vt.	印刷	15	6	2008/2011/2016/2017/2018/2020	printed:13 print:2
1430		purchase	ˈpɜːtʃəs	v.	购买，采购	15	6	2010/2012/2013/2018/2019/2020	purchase:10 purchased:3 purchases:2
1431		quiet	ˈkwaɪət	adj.	安静的；寂静的	15	6	2011/2012/2013/2016/2019/2020	quiet:14 quieter:1
1432		recover	rɪˈkʌvə(r)	vi.	痊愈；恢复	15	6	2010/2012/2013/2017/2019/2021	recovering:7 recovered:5 recover:3
1433		rescue	ˈreskjuː	vt.	营救，援救	15	4	2014/2016/2017/2019	rescue:12 rescued:3
1434		resident	'rezidәnt	n./adj.	居民；住院医生； 居住的；定居的	15	3	2010/2011/2019	residents:15
1435		rope	rəʊp	n.	绳，索	15	3	2008/2011/2014	rope:10 ropes:5
1436		shout	ˈʃəʊldə(r)	n. v.	喊，高声呼喊	15	5	2011/2012/2014/2018/2021	shouted:6 shouting:6 shouts:3
1437		slightly	'slaitli	adv.	略微；稍微	15	6	2009/2013/2015/2017/2020/2021	slightly:15
1438		solution	sә'lu:ʃәn	n.	解决办法	15	3	2017/2018/2019	solution:11 solutions:4
1439		spirit	ˈspɪrɪt	n.	精神	15	5	2010/2011/2013/2017/2018	spirits:9 spirit:6
1440		tear	teə(r)	n. v.	眼泪 v. 扯破, 撕开	15	6	2008/2010/2012/2014/2015/2020	tears:11 tear:3 tore:1
1441		television	ˈtelɪɡrɑːf; (US) -ɡræf	n.	电视；tell (told, told	15	4	2008/2011/2015/2018	television:14 televisions:1
1442		tend to			易于，往往会	15	0		tend to:15
1443		update	ʌp'deit	v.	使现代化, 修正, 校正, 更新 修正, 校正, 更新	15	5	2015/2016/2017/2018/2021	update:9 updated:4 updates:2
1444		valley	ˈvælɪ	n.	山谷, 溪谷	15	4	2010/2017/2019/2020	valley:11 valleys:4
1445		victim	ˈvɪktɪm	n.	受害者，牺牲品	15	3	2011/2015/2016	victim:11 victims:4
1446		worse	wɜːs	adj.	(bad的比较级)更坏的	15	7	2010/2013/2014/2016/2018/2020/2021	worse:15
1447		addition	əˈdɪʃ(ə)n	n.	增加;（算数用语）加	14	7	2011/2013/2015/2016/2017/2019/2020	addition:14
1448		advantage	ədˈvɑːntɪdʒ	n.	优点； 好处	14	8	2008/2011/2013/2015/2016/2017/2019/2020	advantage:9 advantages:5
1449		afford	əˈfɔːd	vt.	负担得起（……的费用）；抽得出（时间）；提供	14	7	2008/2010/2011/2013/2016/2020/2021	afford:14
1450		all over the world		adv.	遍及全世界	14	0		all over the world:14
1451		artistic	ɑ:'tistik	adj.	艺术的；艺术家的	14	4	2011/2015/2016/2017	artistic:14
1452		attach	əˈtætʃ	v.	把…固定，重视	14	4	2010/2020/2021/2022	attached:10 attach:4
1453		attraction	əˈtrækʃ(ə)n	n.	吸引，爱慕	14	5	2010/2015/2020/2021/2022	attractions:8 attraction:6
1454		August	ˈɔːɡəst	n.	8月	14	5	2013/2015/2016/2017/2018	august:14
1455		banana	bəˈnɑːnə; (US) bəˈnænə	n.	香蕉	14	1	2018	bananas:14
1456		bar	bɑː(r)	n.	条（长方）块，棒，横木 n.（酒店的）买酒柜台；酒吧；（卖东西的）柜台	14	2	2016/2019	bar:14
1457		based	beist	v./adj.	立基于，以…为基础（base的过去式和过去分词）； 有根基的	14	4	2010/2014/2019/2020	based:14
1458		battle	ˈbæt(ə)l	n.	战斗；战役	14	5	2013/2015/2018/2019/2020	battle:10 battles:2 battled:2
1459		bear	beə(r)	v. n.	承受，负担，承担；忍受；容忍 n. 熊	14	4	2012/2015/2016/2019	bear:7 bears:5 bore:2
1460		calorie	'kælәri	n.	卡路里（热量单位）	14	3	2015/2018/2020	calories:12 calorie:2
1461		capacity	kә'pæsiti	n.	能力；容量；资格，地位；生产力	14	1	2021	capacity:12 capacities:2
1462		celebration	selɪˈbreɪʃ(ə)n	n.	庆祝；庆祝会	14	4	2014/2015/2017/2018	celebration:7 celebrations:7
1463		chimp	tʃimp	n.	（非洲）黑猩猩	14	1	2016	chimps:12 chimp:2
1464		chopsticks	ˈtʃɔpstɪks	n.	筷子	14	3	2015/2016/2022	chopsticks:14
1465		Christmas	ˈkrɪsməs	n.	圣诞节（12月25日	14	4	2011/2014/2016/2020	christmas:14
1466		church	tʃɜːtʃ	n.	教堂；教会	14	4	2012/2013/2015/2019	church:12 churches:2
1467		comment	ˈkɔment	n.	评论	14	6	2012/2015/2017/2018/2019/2021	comment:7 comments:7
1468		contribute	kənˈtrɪbjuːt	v.	贡献	14	4	2008/2014/2015/2020	contribute:5 contributes:4 contributing:3 contributed:2
1469		count	kaʊnt	vt.	数，点数	14	4	2011/2017/2018/2019	count:7 counted:4 counts:3
1470		cure	kjʊə(r)	n. vt.	治疗；医好	14	7	2012/2013/2015/2016/2017/2019/2020	cure:7 cured:5 cures:2
1471		danger	ˈdeɪndʒə(r)	n.	危险	14	6	2010/2011/2013/2016/2020/2022	danger:9 dangers:5
1472		decline	dɪˈklaɪn	v.	减少,下降,衰退,谢绝	14	5	2014/2016/2017/2018/2019	decline:9 declined:2 declining:2 declines:1
1473		district	ˈdɪstrɪkt	n.	区；地区；区域	14	5	2010/2011/2016/2017/2020	district:13 districts:1
1474		egg	eɡ	n.	蛋；卵	14	4	2011/2013/2015/2020	eggs:9 egg:5
1475		European	jʊərəˈpiːən	adj. n.	欧洲的，欧洲人的 n. 欧洲人	14	6	2010/2011/2012/2013/2021/2022	european:12 europeans:2
1476		even if			na. 即使…也	14	0		even if:14
1477		except	ɪkˈsept	prep.	除……之外	14	5	2008/2011/2015/2019/2021	except:14
1478		excuse	ɪkˈskjuːz	n. vt.	借口.辩解 vt.原谅.宽恕	14	4	2010/2013/2017/2019	excuse:12 excused:2
1479		fan	fæn	n.	（电影、运动等的）迷；热心的爱好者（支持者） n. 风扇	14	5	2011/2012/2015/2021/2022	fans:9 fan:5
1480		favorite	ˈfeɪvərɪt	adj. n.	最喜爱的；最喜爱的人（物）（英式 favourite）	14	6	2008/2010/2011/2012/2015/2021	favorite:12 favorites:2
1481		forbid	fəˈbɪd	vt.	(forbade, forbidden) vt. 禁止，不许	14	5	2008/2011/2015/2016/2019	forbidden:7 forbidding:4 forbids:2 forbid:1
1482		France	fræns	n.	法国	14	4	2015/2018/2020/2022	france:14
1483		frightened	'frait(ә)nd	adj.	害怕的；受惊的	14	5	2010/2011/2014/2018/2019	frightened:14
1484		furniture	ˈfɜːnɪtʃə(r)	n.	（总称）家具	14	4	2008/2010/2013/2018	furniture:14
1485		give up			na. 放弃；断绝；投降；自首	14	0		give up:14
1486		gossip	'gɒsip	n./v.	闲话；闲谈；说闲话，说长道短	14	0		gossip:14
1487		in all			一共；总计	14	0		in all:14
1488		inch	ɪntʃ	n.	英寸	14	4	2008/2011/2015/2017	inches:8 inch:6
1489		Ireland	ˈaɪələnd	n.	* n. 爱尔兰	14	1	2011	ireland:12 irelands:2
1490		item	'aitәm	n./adj./v.	条款，项目；一则；一件商品（或物品）； 又，同上； 记下；逐条列出	14	2	2008/2020	items:14
1491		journal	'dʒә:nәl	n.	日报，杂志；日记；分类账	14	3	2016/2018/2020	journal:14
1492		juice	dʒuːs	n.	汁、液	14	4	2015/2018/2019/2022	juice:10 juices:4
1493		measure	ˈmeʒə(r)	v.	量	14	4	2010/2013/2014/2019	measures:10 measured:4
1494		neighborhood	ˈneɪbəhʊd	n.	邻近地区；街区（英式 neighbourhood）	14	3	2011/2013/2015	neighborhood:13 neighborhoods:1
1495		note	nəʊt	n. vt.	便条，笔记，注释；钞票，纸币；音符，音调 vt. 记下，记录；注意，留意	14	7	2008/2009/2011/2017/2019/2020/2021	note:14
1496		rain	reɪn	n. vi.	雨，雨水 vi. 下雨	14	5	2010/2011/2015/2016/2019	rain:9 raining:4 rains:1
1497		regard	rɪˈɡɑːd	v.	把……看作	14	6	2012/2015/2016/2019/2021/2022	regard:9 regarded:3 regarding:2
1498		regret	rɪˈɡret	n. vt.	/ vt.可惜,遗憾;痛惜;哀悼	14	8	2008/2013/2015/2017/2019/2020/2021/2022	regretted:8 regret:6
1499		responsibility	rɪspɔnsɪˈbɪlɪtɪ	n.	责任，负责	14	5	2014/2015/2016/2019/2021	responsibility:10 responsibilities:4
1500		satisfy	ˈsætɪsfaɪ	vt.	满足，使满意	14	5	2010/2011/2013/2015/2017	satisfied:7 satisfying:5 satisfy:2
1501		scholar	ˈskɔlə(r)	n.	学者	14	4	2014/2016/2017/2020	scholars:9 scholar:5
1502		sharp	ʃɑːp	adj.	锋利的，尖的	14	5	2013/2015/2017/2018/2022	sharp:13 sharper:1
1503		temperature	ˈtemprɪtʃə(r)	n.	温度	14	5	2008/2012/2014/2015/2018	temperature:7 temperatures:7
1504		tie	taɪ	vt. n.	（用绳，线）系，拴，扎 n. 领带，绳子，结；关系	14	8	2008/2009/2011/2012/2015/2016/2021/2022	tied:8 ties:3 tie:3
1505		tube	tjuːb; (US) tuːb	n.	管，管状物	14	2	2017/2018	tube:12 tubes:2
1506		video	ˈvɪdɪəʊ	n.	录像，视频	14	4	2008/2014/2019/2020	videos:7 video:6 videoing:1
1507		wax	wæks	n.	蜡	14	1	2012	wax:14
1508		wheel	wiːl; (US) hwiːl	n.	轮，机轮	14	3	2012/2013/2017	wheel:8 wheels:4 wheeled:2
1509		zone	zuː	n.	区域；范围	14	5	2017/2018/2019/2020/2021	zone:8 zones:6
1510		absolutely	'æbsәlu:tli	adv.	绝对地；完全地	13	3	2017/2020/2021	absolutely:13
1511		adapt	əˈdæpt	v.	使适应，适合，改编	13	1	2020	adapting:6 adapt:4 adapted:3
1512		adaptation	ədæpˈteɪʃ(ə)n	n.	适应，改编本	13	3	2015/2017/2020	adaptation:11 adaptations:2
1513		ant	ænt	n.	蚂蚁	13	2	2015/2020	ants:9 ant:4
1514		appreciate	əˈpriːʃɪeɪt	v.	欣赏； 感激	13	4	2015/2017/2018/2020	appreciate:9 appreciated:4
1515		aside	əˈsaɪd	adv.	在旁边	13	6	2011/2013/2018/2020/2021/2022	aside:13
1516		attractive	əˈtræktɪv	adj.	迷人的，有吸引力的	13	5	2010/2011/2015/2018/2020	attractive:13
1517		awkward	ˈɔːkwəd	adj.	令人尴尬,使人难堪的	13	5	2009/2013/2018/2019/2021	awkward:13
1518		bedroom	ˈbedruːm	n.	寝室，卧室	13	5	2008/2016/2017/2020/2021	bedroom:12 bedrooms:1
1519		bill	bɪl	n.	账单；法案，议案； （美）钞票，纸币	13	4	2012/2014/2016/2017	bill:9 bills:4
1520		billion	ˈbɪlɪən	num.	十亿，百亿	13	6	2010/2013/2014/2016/2020/2022	billion:8 billions:5
1521		bit	bɪt	n.	一点，一些，少量的；bite (bit, bitten	13	5	2010/2017/2019/2020/2022	bit:9 bites:4
1522		block	blɔk	n. vt.	大块；（木、石等）块；街区；路障 vt. 阻塞；阻挡	13	6	2010/2015/2018/2019/2020/2021	blocks:6 block:5 blocking:2
1523		bond	bɔnd	n. v.	/v. 纽带，联系，使牢固	13	5	2009/2014/2016/2018/2020	bond:12 bonding:1
1524		cherry	'tʃeri	n./adj.	樱桃；樱桃树；樱桃色； 樱桃色的；鲜红色的	13	2	2014/2018	cherry:9 cherries:4
1525		clearly	ˈklɪəlɪ	adv.	清楚地，无疑地	13	4	2012/2018/2019/2021	clearly:13
1526		clothing	ˈkləʊðɪŋ	n.	(总称) 衣服	13	3	2012/2019/2021	clothing:13
1527		commercial	kəˈmɜːʃ(ə)l	adj.	商业的，贸易的	13	4	2012/2014/2015/2016	commercial:11 commercials:2
1528		confused	kәn'fju:zd	adj.	感到困惑的	13	4	2014/2015/2016/2022	confused:13
1529		consume	kənˈsʌltənt	v.	消耗，耗费（燃料，能量，时间等	13	5	2015/2017/2018/2020/2022	consumed:7 consume:4 consuming:2
1530		diet	daɪ	n.	饮食	13	4	2010/2015/2017/2018	diet:10 diets:3
1531		dig	dig	v.	挖; 掘	13	3	2017/2018/2021	dug:6 dig:4 digging:3
1532		disaster	dɪˈzɑːstə(r); (US) dɪzˈæstər	n.	灾难；祸患	13	3	2016/2017/2019	disasters:8 disaster:5
1533		dive	daɪv	vi.	跳水	13	4	2008/2009/2019/2020	diving:8 dive:5
1534		dull	dʌl	adj.	阴暗的；单调无味	13	5	2010/2015/2017/2019/2020	dull:11 dulled:2
1535		emission	i'miʃәn	n.	排放物；散发物；排放	13	2	2014/2018	emissions:12 emission:1
1536		empty	ˈemptɪ	adj.	空的	13	7	2010/2011/2016/2018/2019/2020/2022	empty:11 emptied:2
1537		everybody	evribɒdi	pron.	每人，人人	13	4	2010/2012/2018/2019	everybody:13
1538		factory	ˈfæktəri	n.	工厂	13	5	2010/2011/2012/2013/2020	factory:11 factories:2
1539		gradually	ˈɡrædjʊəlɪ	adv.	逐渐地	13	6	2013/2015/2017/2018/2019/2020	gradually:13
1540		hesitate	'heziteit	v.	犹豫, 踌躇, 不愿	13	5	2013/2016/2018/2020/2021	hesitated:6 hesitate:5 hesitating:2
1541		historic	hi'stɒrik	adj.	有历史意义的；历史上著名的	13	2	2015/2020	historic:13
1542		independence	ɪndɪˈpendəns	n.	独立	13	5	2011/2013/2014/2015/2017	independence:13
1543		injured	'indʒәd	adj.	受伤的；受损害的	13	5	2010/2011/2016/2017/2019	injured:13
1544		injury	ˈɪndʒərɪ	n.	受伤处	13	4	2012/2015/2017/2020	injuries:11 injury:2
1545		insist	ɪnˈsɪst	vi.	坚持；坚决认为	13	4	2012/2013/2020/2022	insist:4 insisting:3 insisted:3 insists:3
1546		instruction	ɪnˈstrʌkʃ(ə)n	n.	说明,须知;教导	13	4	2014/2016/2017/2022	instructions:12 instruction:1
1547		Irish	ˈaɪərɪʃ	adj.	爱尔兰的，爱尔兰人的	13	2	2010/2011	irish:13
1548		joke	dʒəʊk	n.	笑话	13	3	2018/2019/2021	jokes:8 joke:3 joked:2
1549		lamp	læmp	n.	灯，油灯；光源	13	4	2012/2015/2020/2021	lamps:12 lamp:1
1550		landscape	'lændskeip	n./vt./vi.	风景；风景画；景色；山水画；乡村风景画；地形；（文件的）横向打印格式； 对…做景观美化，给…做园林美化；从事庭园设计； 美化（环境等），使景色宜人；从事景观美化工作，做庭园设计师	13	2	2020/2021	landscape:11 landscapes:2
1551		limit	ˈlɪmɪt	vt.	限制；减少	13	3	2009/2017/2018	limit:11 limits:1 limiting:1
1552		lovely	ˈlʌvlɪ	adj.	美好的，可爱的	13	4	2017/2018/2020/2022	lovely:13
1553		lucky	ˈlʌkɪ	adj.	运气好，侥幸	13	5	2010/2011/2013/2017/2020	lucky:13
1554		medicine	ˈmeds(ə)n; (US) ˈmedɪsn	n.	药	13	3	2013/2015/2016	medicine:10 medicines:3
1555		mexican	ˈmeksɪkən	adj.	墨西哥的	13	5	2010/2012/2016/2018/2022	mexican:7 mexicans:6
1556		Monday	ˈmʌndeɪ	n.	星期一	13	4	2008/2017/2018/2020	monday:13
1557		nearby	ˈnɪəbaɪ	adj.	附近的	13	6	2008/2012/2015/2016/2018/2019	nearby:13
1558		oh	əʊ	int.	哦！啊！	13	6	2008/2012/2014/2016/2021/2022	oh:13
1559		oil	ɔɪl	n.	油	13	4	2011/2016/2018/2020	oil:13
1560		onto	ˈɔntʊ	prep.	到…的上面	13	5	2012/2019/2020/2021/2022	onto:13
1561		orange	ˈɔrɪndʒ; (US) ˈɔːr-	n. adj.	橘子，橙子，橘汁 a. 橘色的，橙色的	13	5	2013/2015/2018/2019/2020	orange:8 oranges:5
1562		overcome	əʊvəˈkʌm	v.	克服，解决	13	4	2010/2013/2015/2019	overcome:10 overcoming:3
1563		plate	pleɪt	n.	板；片；牌；盘子；盆子	13	4	2012/2015/2016/2022	plate:10 plates:3
