rank	no	word	ph	pos	def	freq	years	yearList	topForms
782	3243	trend	trend	n.	趋势，倾向，动态	29	7	2011/2014/2016/2017/2018/2019/2020	trend:27 trends:2
783	3292	understanding	ʌndəˈstændɪŋ	n.	领会;理解；undertake (undertook, undertaken	29	8	2010/2011/2013/2014/2016/2018/2019/2020	understanding:29
784	39	achieve	əˈtʃiːv	vt.	达到，取得	28	6	2013/2014/2015/2016/2019/2022	achieve:18 achieved:7 achieving:3
785	69	admit	ədˈmɪt	vt.	承认，准许（入场，入学，入会	28	7	2009/2013/2018/2019/2020/2021/2022	admit:16 admitted:9 admits:2 admitting:1
786	1549	hill	hɪl	n.	小山;丘陵;土堆;斜坡	28	6	2010/2017/2018/2019/2020/2022	hill:15 hills:13
787	1895	media	ˈmiːdɪə	n.	大众传播媒介	28	7	2013/2016/2018/2019/2020/2021/2022	media:28
788	1899	meeting	ˈmiːtɪŋ	n.	会,集会,会见,汇合点	28	8	2009/2010/2011/2013/2017/2018/2019/2022	meeting:18 meetings:10
789	2639	sale	seɪl	n.	卖，出售	28	9	2010/2011/2012/2013/2014/2016/2017/2019/2020	sales:19 sale:9
790	2682	screen	skriːn	n.	幕，荧光屏	28	9	2008/2009/2011/2012/2013/2015/2017/2018/2019	screen:24 screening:2 screens:2
791	2722	settle	ˈset(ə)l	vi.	安家，定居	28	7	2010/2014/2016/2017/2018/2021/2022	settled:15 settle:9 settling:4
792	2916	spot	spɔt	n. v.	斑点，污点；场所，地点 v. 沾上污渍，弄脏	28	6	2009/2013/2015/2018/2020/2021	spots:18 spot:5 spotted:5
793	3181	tired	ˈtaɪəd	adj.	疲劳的，累的	28	7	2008/2010/2011/2012/2016/2017/2018	tired:28
794	3239	treat	triːt	vt.	对待，看待	28	8	2009/2010/2011/2012/2013/2016/2020/2022	treated:17 treat:7 treating:2 treats:2
795	3355	vegetable	ˈvedʒɪtəb(ə)l	n.	蔬菜	28	6	2011/2013/2015/2016/2017/2020	vegetables:18 vegetable:10
796	75	advance	ədˈvɑːns; (US) ədˈvæns	v.	推进，促进；前进	27	9	2010/2012/2013/2014/2016/2017/2018/2019/2022	advanced:12 advance:11 advances:4
797	151	America	əˈmerɪkə	n.	* n. 美国；美洲	27	5	2010/2014/2016/2018/2019	america:25 americas:2
798	271	attack	əˈtæk	vt. n.	/ n. 攻击，袭击	27	8	2010/2012/2014/2015/2017/2019/2021/2022	attack:16 attacked:4 attacking:3 attacker:2
799	519	bus	bʌs	n.	公共汽车	27	6	2010/2011/2014/2016/2020/2021	bus:23 bused:2 buses:2
800	553	capital	ˈkæpɪt(ə)l	n.	首都.省会.大写；资本	27	5	2008/2010/2013/2018/2020	capital:27
801	646	chocolate	ˈtʃɔklət	n.	巧克力	27	2	2010/2013	chocolate:21 chocolates:6
802	812	cool	kuːl	adj.	凉的，凉爽的；酷	27	9	2008/2009/2010/2011/2015/2016/2018/2019/2021	cool:18 coolest:3 cooling:2 cooler:2
803	888	date	deɪt	n.	日期；约会 n.枣	27	4	2015/2017/2020/2022	date:16 dates:5 dating:4 dated:2
804	928	depend	dɪˈpend	vi.	依靠，依赖，指望；取决于	27	10	2008/2010/2012/2013/2015/2018/2019/2020/2021/2022	depending:11 depends:9 depend:5 depended:2
805	1064	earn	ɜːn	vt.	挣得，赚得	27	8	2010/2011/2013/2015/2017/2018/2020/2022	earn:17 earning:5 earned:5
806	1233	fear	fɪə(r)	n.	害怕；恐惧； 担忧	27	8	2008/2010/2013/2015/2017/2019/2020/2022	fear:21 feared:4 fears:2
807	1291	flight	flaɪt	n.	航班 n. 楼梯的一段	27	6	2008/2011/2013/2016/2017/2019	flight:25 flights:2
808	1398	general	ˈdʒenər(ə)l	adj.	大体，笼统的，总的	27	9	2011/2012/2013/2014/2015/2016/2018/2020/2022	general:27
809	1857	major	ˈmeɪdʒə(r)	adj.	较大的；主要的	27	8	2008/2013/2015/2017/2018/2020/2021/2022	major:27
810	2010	nature	ˈneɪtʃə(r)	n.	自然, 性质，种类	27	8	2010/2015/2016/2017/2018/2019/2020/2021	nature:27
811	2160	owner	ˈəʊnə(r)	n.	物主，所有人	27	6	2010/2011/2016/2017/2018/2019	owner:18 owners:9
812	2414	publish	ˈpʌblɪʃ	vt.	出版，发行	27	6	2011/2014/2016/2018/2020/2021	published:24 publisher:2 publishing:1
813	2457	rail	reɪl	n.	铁路	27	5	2010/2018/2020/2021/2022	rail:27
814	2541	remove	rɪˈmuːv	vt.	移动，拿走，脱掉（衣服等	27	10	2010/2011/2013/2015/2016/2017/2018/2020/2021/2022	remove:13 removed:7 removing:4 removes:3
815	2554	request	rɪˈkwest	n.	请求，要求的事物	27	7	2011/2014/2017/2019/2020/2021/2022	request:14 requests:11 requested:2
816	2561	reserve	rɪˈzɜːv	n. v.	储备；预定	27	7	2010/2013/2014/2017/2018/2020/2021	reserve:19 reserved:4 reserves:4
817	2580	reward	rɪˈwɔːd	n.	奖赏	27	7	2013/2014/2016/2018/2019/2020/2021	reward:12 rewarded:8 rewards:5 rewarding:2
818	2830	slow	slɪp	adv.	慢慢地，缓慢地	27	8	2010/2011/2013/2015/2017/2018/2019/2020	slow:16 slowing:5 slower:5 slows:1
819	3035	surface	ˈsɜːfɪs	n.	表面	27	8	2008/2009/2011/2016/2017/2018/2019/2021	surface:17 surfaces:10
820	3114	term	tɜːm	n.	学期;术语;条款;项	27	7	2013/2014/2015/2016/2017/2019/2021	term:21 terms:6
821	3123	thank	θæŋk	vt. n.	感谢，致谢，道谢 n. （复）感谢，谢意	27	10	2008/2010/2011/2014/2015/2016/2018/2019/2020/2021	thanks:13 thank:12 thanked:2
822	3162	throughout	θruːˈaʊt	prep.	遍及，贯穿；throw(threw,thrown	27	8	2011/2012/2017/2018/2019/2020/2021/2022	throughout:27
823	3206	total	ˈtəʊt(ə)l	adj. n. v.	总数的;总括的;完全的,全然的 n.合计,总计 v.合计为	27	7	2013/2014/2015/2016/2018/2020/2021	total:26 totalling:1
824	3212	tourist	ˈtʊərɪst	n.	旅行者，观光者	27	9	2010/2012/2015/2016/2017/2018/2019/2021/2022	tourist:14 tourists:13
825	3519	worth	wɜːθ	adj.	有…的价值,值得…的	27	9	2010/2013/2014/2015/2016/2018/2019/2020/2021	worth:27
826	68	admission	ədˈmɪʃ(ə)n	n.	准入, 接纳	26	7	2010/2015/2018/2019/2020/2021/2022	admission:22 admissions:4
827	173	annoy	əˈnɔɪ	vt.	（使）烦恼	26	9	2009/2015/2016/2017/2018/2019/2020/2021/2022	annoying:17 annoyed:7 annoys:2
828	187	anything	ˈenɪθɪŋ	pron.	什么事（物）；任何事（物	26	9	2010/2011/2012/2013/2015/2016/2017/2018/2020	anything:26
829	376	beginning	bɪˈɡɪnɪŋ	n.	开始，开端	26	9	2010/2011/2013/2014/2015/2016/2019/2020/2021	beginning:25 beginnings:1
830	430	blue	bluː	n. adj.	蓝色 a.蓝色的 a. 悲伤的；沮丧的	26	6	2010/2012/2015/2019/2020/2021	blue:26
831	862	cup	kʌp	n.	茶杯	26	5	2010/2011/2013/2017/2021	cup:21 cups:5
832	975	director	dɪˈrektə(r)	n.	所长，处长，主任；董事；导演	26	9	2010/2011/2012/2014/2016/2017/2018/2019/2020	director:26
833	1001	distance	ˈdɪstəns	n.	距离	26	7	2010/2012/2013/2014/2015/2017/2020	distance:22 distances:4
834	1068	easily	ˈiːzɪlɪ	adv.	容易地	26	12	2008/2010/2011/2012/2013/2014/2015/2016/2018/2019/2020/2022	easily:26
835	1223	farm	fɑːm	n.	农场；农庄	26	8	2008/2009/2010/2011/2014/2015/2017/2019	farm:19 farming:5 farms:2
836	1237	fee	fiː	n.	费，费用；feed (fed, fed	26	5	2010/2014/2015/2017/2018	feed:14 fees:10 fee:2
837	1593	hundred	ˈhʌndrəd	num.	百	26	10	2010/2011/2013/2014/2015/2016/2017/2018/2019/2020	hundreds:20 hundred:6
838	1671	internet	ˈɪntənet	n.	互联网，英特网	26	6	2012/2013/2014/2015/2016/2017	internet:26
839	1958	moment	ˈməʊmənt	n.	片刻，瞬间	26	9	2008/2011/2013/2014/2015/2017/2018/2019/2022	moment:24 moments:2
840	2201	passenger	ˈpæsɪndʒə(r)	n.	乘客，旅客	26	5	2011/2014/2016/2017/2022	passenger:22 passengers:4
841	2368	prevent	prɪˈvent	vt.	防止, 预防	26	9	2008/2011/2012/2013/2014/2015/2016/2017/2018	prevent:19 prevented:5 preventing:2
842	2543	repair	rɪˈpeə(r)	n. vt.	修理；修补	26	8	2011/2013/2014/2015/2017/2019/2020/2022	repair:15 repaired:6 repairing:5
843	2717	serious	ˈsɪərɪəs	adj.	严肃的,严重的,认真的	26	11	2008/2011/2013/2014/2015/2016/2017/2018/2019/2020/2022	serious:26
844	2885	south	ˈsaʊə(r)	adj. adv. n.	南(方)的；向南的；从南来的 ad. 在南方；向南方；自南方 n. 南；南方；南风；南部	26	8	2011/2014/2016/2018/2019/2020/2021/2022	south:26
845	2918	spread	spred	v.	延伸； 展开	26	6	2010/2011/2016/2018/2019/2020	spread:18 spreading:7 spreads:1
846	2988	studio	ˈstjuːdɪəʊ	n.	工作室，演播室	26	5	2012/2017/2018/2019/2020	studio:26
847	2992	subject	ˈsʌbdʒɪkt	adj. vt. n.	隶属的；受支配的；易受…的；在…条件下 vt. 使隶属；使服从；使受到 n. 题目；主题；学科；主语；主体	26	9	2008/2009/2010/2011/2012/2015/2019/2020/2022	subject:20 subjects:6
848	3155	thousand	ˈθaʊzənd	num.	千	26	8	2008/2010/2014/2016/2017/2018/2020/2021	thousands:21 thousand:5
849	3223	traffic	ˈtræfɪk	n.	交通，来往车辆	26	6	2008/2011/2013/2017/2020/2022	traffic:26
850	80	advice	ədˈvaɪs	n.	忠告，劝告，建议	25	9	2008/2010/2011/2012/2013/2016/2017/2018/2019	advice:25
851	106	ahead	əˈhed	adv.	在前，向前	25	7	2010/2011/2012/2014/2016/2018/2022	ahead:25
852	209	approach	əˈprəʊtʃ	n. v.	/ v. 靠近，接近，建议，要求	25	7	2010/2013/2016/2017/2018/2021/2022	approach:12 approaches:6 approaching:4 approached:3
853	238	article	ˈɑːtɪk(ə)l	n.	文章;东西,物品;冠词	25	5	2008/2012/2014/2016/2020	articles:16 article:9
854	631	chemical	ˈkemɪk(ə)l	adj. n.	化学的 n. 化学品	25	7	2008/2013/2014/2015/2016/2017/2020	chemicals:17 chemical:8
855	936	desire	dɪˈzaɪə(r)	vt. n.	要求；期望	25	7	2015/2016/2018/2019/2020/2021/2022	desire:20 desires:3 desired:2
856	937	desk	desk	n.	书桌，写字台	25	5	2008/2011/2016/2017/2019	desk:25
857	973	direct	dɪˈrekt	adj. vt.	/ vt. 直接的；直达的；直截了当的 指挥；指导；监督；管理；指挥（演奏）；导演（电影	25	6	2010/2016/2017/2019/2020/2022	directs:11 direct:7 directing:4 directed:3
858	980	disabled	dɪsˈeɪb(ə)ld	adj.	残废的，残疾的	25	6	2010/2011/2013/2014/2016/2019	disabled:25
859	1335	forward	ˈfɔːwəd	adv.	将来.今后.向前，前进	25	10	2008/2010/2012/2013/2014/2016/2017/2018/2019/2022	forward:25
860	1575	hospital	ˈhɔspɪt(ə)l	n.	医院	25	8	2010/2013/2016/2017/2018/2019/2020/2022	hospital:25
861	1638	industry	ˈɪndəstrɪ	n.	工业，产业	25	6	2010/2011/2013/2017/2018/2022	industry:21 industries:4
862	1652	inside	ɪnˈsaɪd	prep. adv.	在…里面 ad.在里面	25	8	2008/2012/2014/2016/2017/2019/2021/2022	inside:25
863	1986	movement	ˈmuːvmənt	n.	运动，活动	25	7	2011/2014/2016/2017/2019/2021/2022	movement:23 movements:2
864	2014	nearly	ˈnɪəlɪ	adv.	将近，几乎	25	8	2010/2012/2014/2015/2017/2018/2019/2022	nearly:25
865	2053	north	nɔːθ	adj. adv. n.	北的;朝北的;从北来的 ad.向（在,从）北方 n.北;北方;北部	25	9	2010/2011/2013/2014/2015/2016/2017/2018/2019	north:25
866	2164	pacific	pəˈsɪfɪk	adj.	太平洋的	25	4	2012/2016/2017/2018	pacific:25
867	2209	pattern	ˈpæt(ə)n	n.	式样	25	7	2011/2012/2013/2016/2018/2019/2021	patterns:16 pattern:9
868	3073	tall	tɔːl	adj.	高的	25	7	2009/2010/2011/2013/2015/2017/2021	tall:23 taller:2
869	3145	third	θɜːd	num.	第三	25	7	2009/2010/2013/2016/2020/2021/2022	third:23 thirds:2
870	3192	tomato	təˈmɑːtəʊ; (US) təˈmeɪtəʊ	n.	西红柿，番茄	25	4	2011/2014/2015/2020	tomatoes:20 tomato:5
871	3204	topic	ˈtɔpɪk	n.	题目，话题	25	6	2014/2015/2016/2018/2019/2021	topic:21 topics:4
872	3338	user	ˈjuːzə	n.	使用者；用户	25	8	2010/2011/2014/2015/2018/2019/2020/2021	users:21 user:4
873	3436	weekend	wiːkˈend	n.	周末	25	7	2011/2014/2015/2017/2018/2019/2022	weekend:17 weekends:8
874	3445	western	ˈwest(ə)n	adj.	西方的，西部的	25	6	2010/2013/2016/2018/2019/2020	western:25
875	3451	whatever	wɔtˈevə(r)	conj. pron.	无论什么，不管什么	25	8	2008/2012/2013/2015/2016/2018/2020/2021	whatever:25
876	3531	wrong	rɔŋ; (US) rɔːŋ	adj.	错误,不正常,有毛病的	25	10	2008/2009/2010/2011/2012/2013/2014/2016/2018/2021	wrong:25
877	3537	yes	jes	adv.	是，好，同意	25	8	2008/2010/2011/2013/2016/2019/2020/2021	yes:25
878	9	above	əˈbʌv	prep. adj. adv.	在……上面 a. 上面的 ad. 在……之上	24	8	2008/2010/2011/2014/2016/2017/2019/2020	above:24
879	274	attend	əˈtend	v.	看护，照料，服侍；出席，参加	24	9	2009/2013/2015/2016/2017/2018/2019/2020/2022	attend:13 attending:7 attended:3 attends:1
880	326	bank	bæŋk	n.	（河海湖的）岸，堤 n. 银行	24	6	2010/2011/2013/2016/2018/2020	bank:13 banks:9 banking:2
881	370	bee	biː	n.	. 蜜蜂	24	2	2012/2014	bees:22 bee:2
882	399	beyond	bɪˈjɔnd	prep.	(表示位置) 在…的那边	24	7	2010/2013/2014/2016/2018/2020/2021	beyond:24
883	431	board	bɔːd	n. v.	木板；布告牌；委员会；（政府的）部 v. 上（船、火车、飞机	24	8	2013/2014/2016/2018/2019/2020/2021/2022	board:14 boards:6 boarding:2 boarded:2
884	452	born	bɔːn	adj.	出生	24	7	2010/2012/2013/2014/2018/2019/2021	born:24
885	499	brother	ˈbrʌðə(r)	n.	兄；弟	24	5	2009/2010/2011/2015/2016	brother:17 brothers:7
886	831	couple	ˈkʌp(ə)l	n.	夫妇，一对	24	10	2008/2009/2010/2012/2013/2016/2018/2019/2021/2022	couple:22 coupled:2
887	3576	dad	dæd	n.	（口）爸爸	24	7	2010/2014/2015/2016/2017/2019/2020	dad:24
888	902	December	dɪˈsembə(r)	n.	12月	24	7	2010/2011/2015/2016/2017/2019/2022	december:24
889	925	demand	dɪˈmɑːnd; (US) dɪˈmænd	vt.	要求	24	7	2014/2015/2018/2019/2020/2021/2022	demand:8 demanding:8 demands:4 demanded:4
890	961	difficulty	ˈdɪfɪkəltɪ	n.	困难，费力；dig (dug, dug	24	9	2010/2011/2013/2015/2016/2017/2019/2021/2022	difficulty:13 difficulties:11
891	1148	eventually	ɪˈventjʊəlɪ	adv.	最终地	24	8	2010/2015/2017/2018/2019/2020/2021/2022	eventually:24
892	1170	exist	ɪgˈzɪst	vi.	存在	24	8	2010/2011/2013/2014/2015/2016/2018/2020	exist:11 existed:6 existing:5 exists:2
893	1469	guest	ɡest	n.	客人，宾客	24	7	2008/2010/2011/2014/2015/2018/2020	guests:18 guest:6
894	1559	hole	həʊl	n.	洞，坑	24	2	2017/2022	hole:24
895	1614	imagine	ɪˈmædʒɪn	vt.	想像，设想	24	8	2010/2013/2015/2017/2018/2019/2020/2022	imagine:15 imagined:9
896	2000	myself	maɪˈself	pron.	我自己	24	9	2009/2010/2013/2016/2017/2018/2019/2020/2021	myself:24
897	2310	pollution	pəˈluːʃ(ə)n	n.	污染	24	7	2008/2011/2014/2016/2019/2021/2022	pollution:24
898	2365	pressure	ˈpreʃə(r)	n.	压迫,压力,压强	24	5	2008/2010/2012/2019/2021	pressure:22 pressures:2
899	2388	process	ˈprəʊses; (US) ˈprɔses	n. v.	/ v. 过程,加工,处理	24	9	2011/2012/2015/2016/2017/2018/2019/2020/2021	process:19 processes:3 processing:2
900	2407	prove	pruːv	vt.	证明	24	9	2008/2010/2011/2015/2016/2017/2018/2021/2022	prove:10 proved:9 proven:3 proving:2
901	2429	push	pʊʃ	n. v.	推；put (put, put	24	9	2009/2011/2012/2013/2014/2018/2020/2021/2022	push:10 pushed:9 pushing:3 pushes:2
902	2521	regular	ˈreɡjʊlə(r)	adj.	规则的，经常	24	9	2010/2012/2013/2014/2015/2016/2017/2020/2022	regular:24
903	2752	shoe	ʃuː	n.	鞋	24	9	2008/2010/2012/2013/2015/2016/2017/2018/2022	shoes:23 shoe:1
904	3030	supply	səˈplaɪ	vt. n.	供给，供应	24	6	2010/2011/2013/2014/2015/2021	supply:20 supplied:2 supplies:2
905	3084	tax	tæks	n.	税，税款	24	2	2010/2022	tax:24
906	3633	toward(s)	təˈwɔːd	prep.	向，朝，对于	24	0		towards:24
907	3547	youth	juːθ	n.	青春；青年	24	4	2011/2016/2018/2019	youth:24
908	224	argue	ˈɑːɡjuː	vi.	争辩， 争论	23	9	2010/2011/2013/2015/2016/2018/2019/2020/2021	argue:10 argued:6 arguing:5 argues:2
909	277	attitude	ˈætɪtjuːd; (US) ˈætɪtud	n.	态度，看法	23	8	2010/2012/2013/2014/2015/2016/2017/2020	attitude:21 attitudes:2
910	294	average	ˈævərɪdʒ	adj. n.	平均；普通的 n.平均数	23	6	2010/2011/2016/2017/2018/2020	average:23
911	306	background	ˈbækɡraʊnd	n.	背景；backward(s	23	5	2013/2015/2016/2018/2021	background:22 backgrounds:1
912	400	bicycle	ˈbaɪsɪk(ə)l	n.	自行车	23	6	2008/2011/2012/2013/2018/2022	bicycle:23
913	493	british	ˈbrɪtɪʃ	adj.	英国的；大不列颠的；英国人的	23	7	2011/2013/2016/2017/2018/2020/2021	british:23
914	589	celebrate	ˈselɪbreɪt	v.	庆祝	23	8	2009/2010/2011/2015/2017/2018/2020/2022	celebrate:15 celebrated:4 celebrating:4
915	596	central	ˈsentr(ə)l	adj.	中心，中央；主要的；centre (美 center	23	5	2010/2017/2018/2019/2020	central:23
916	677	classroom	ˈklɑːsruːm	n.	教室	23	5	2014/2016/2017/2018/2019	classroom:19 classrooms:4
917	1024	doubt	daʊt	n. v.	怀疑，疑惑	23	8	2011/2015/2016/2017/2018/2020/2021/2022	doubt:12 doubted:7 doubting:2 doubts:2
918	1040	drop	drɔp	n. v.	滴 v.掉下.落下.投递.放弃	23	7	2011/2014/2016/2017/2018/2019/2021	dropped:12 drops:8 drop:2 dropping:1
919	1136	equipment	ɪˈkwɪpmənt	n.	装备，设备	23	7	2010/2013/2014/2015/2017/2019/2021	equipment:23
920	1193	extra	ˈekstrə	adj.	额外的，外加的	23	8	2010/2013/2014/2016/2017/2019/2021/2022	extra:23
921	1205	fail	feɪl	v.	失败；不及格；衰退	23	8	2010/2011/2013/2015/2016/2017/2020/2021	failed:10 fail:9 fails:2 failing:2
922	1489	handle	ˈhænd(ə)l	n. v.	柄，把柄 v. 处理	23	8	2010/2013/2014/2016/2017/2018/2020/2022	handle:16 handles:4 handling:2 handled:1
923	1554	hire	ˈhaɪə(r)	vt.	租用	23	6	2010/2011/2016/2019/2020/2021	hired:10 hiring:8 hire:5
924	1578	hot	hɔt	adj.	热的	23	7	2009/2010/2012/2015/2018/2020/2022	hot:23
925	1619	importance	ɪmˈpɔːt(ə)ns	n.	重要性	23	9	2008/2009/2010/2013/2014/2015/2016/2019/2022	importance:23
926	1870	mark	mɑːk	n. vt.	标记 vt.标明,作记号于	23	6	2010/2011/2014/2017/2020/2022	mark:11 marked:7 marks:3 marking:2
927	2115	operate	ˈɔpəreɪt	v.	做手术，运转；实施，负责, 经营，管理	23	5	2013/2017/2019/2020/2021	operating:11 operate:8 operated:2 operates:2
928	2545	repeat	rɪˈpiːt	vt.	重说，重做	23	6	2009/2011/2013/2017/2018/2021	repeated:14 repeat:6 repeating:3
929	2576	review	rɪˈvjuː	vt. n.	重新调查； 回顾； 复习 n. 复查；复习；评论	23	9	2009/2010/2014/2015/2016/2018/2019/2020/2022	review:14 reviews:6 reviewing:3
930	2611	round	raʊnd	adv. prep. adj.	转过来 prep. 环绕一周，围着 a.圆的；球形的	23	8	2008/2011/2013/2015/2016/2019/2020/2022	round:23
931	2946	status	ˈsteɪtəs	n.	法律地位（身份	23	3	2016/2019/2021	status:23
932	3179	tip	tɪp	n. v.	顶端，尖端；告诫； 提示 (给)小费	23	8	2008/2009/2010/2014/2017/2018/2020/2022	tips:18 tip:5
933	3356	vehicle	ˈviːɪk(ə)l; (US) ˈviːhɪkl	n.	交通工具，车辆	23	3	2016/2017/2021	vehicle:17 vehicles:6
934	311	bag	bæɡ	n.	书包；提包；袋子	22	6	2008/2015/2017/2018/2020/2021	bags:16 bag:6
935	720	comfort	ˈkʌmfət	n.	安慰； 慰问	22	8	2010/2013/2014/2015/2016/2018/2020/2021	comfort:15 comforting:5 comforts:2
936	772	connection	kəˈnekʃ(ə)n	n.	连接物;接触,联系	22	8	2011/2012/2013/2016/2018/2019/2020/2022	connection:18 connections:4
937	1069	east	iːst	adj. adv. n.	东方；东部的；朝东的；从东方来 ad. 在东方；向东方；从东方 n. 东，东方；东部	22	9	2008/2010/2011/2013/2016/2018/2020/2021/2022	east:22
938	1075	edge	edʒ	n.	边缘	22	8	2010/2011/2012/2013/2014/2016/2017/2022	edge:18 edges:4
939	1086	eight	eɪt	num.	八	22	7	2010/2011/2013/2017/2018/2019/2022	eight:22
940	1125	entertainment	entəˈteɪnmənt	n.	娱乐	22	7	2008/2013/2017/2018/2019/2020/2022	entertainment:22
941	1267	fire	ˈfaɪə(r)	n. vi.	火；火炉；火灾 vi. 开火，开（枪，炮等），射击	22	5	2014/2016/2017/2020/2021	fire:20 fires:2
942	1272	firm	fɜːm	n. adj.	公司;企业 a.坚固的,坚定的	22	6	2008/2011/2012/2016/2017/2020	firm:16 firms:6
943	1319	foreign	ˈfɔrən; (US) ˈfɔːrɪn	adj.	外国的	22	6	2010/2014/2017/2018/2020/2022	foreign:22
944	1383	gain	ɡeɪn	vt.	赢得；挣得	22	8	2011/2012/2015/2016/2017/2018/2019/2020	gain:10 gained:7 gaining:5
945	1696	jam	dʒæm	n.	果酱；阻塞	22	8	2008/2011/2014/2015/2016/2017/2019/2022	james:15 jams:5 jammed:2
946	1850	magazine	mæɡəˈziːn	n.	杂志	22	7	2010/2016/2017/2018/2019/2021/2022	magazine:17 magazines:5
947	1964	monument	ˈmɔnjʊmənt	n.	纪念碑，纪念物	22	4	2014/2015/2018/2020	monuments:20 monument:2
948	2008	native	ˈneɪtɪv	adj.	本土的，本国的	22	5	2010/2011/2014/2016/2022	native:21 natives:1
949	2172	paint	peɪnt	n. vt.	油漆 vt.油漆,粉刷,绘画	22	5	2010/2011/2012/2018/2020	painted:11 paint:11
950	2406	proud	praʊd	adj.	自豪的；骄傲的	22	7	2010/2011/2013/2014/2016/2019/2020	proud:22
951	2415	pull	pʊl	n.	拉，拖 n. 拉力，引力	22	8	2009/2010/2011/2012/2014/2016/2017/2020	pull:10 pulled:8 pulling:4
952	3059	symbol	ˈsɪmb(ə)l	n.	象征	22	6	2012/2015/2016/2019/2020/2021	symbols:11 symbol:11
953	3166	thus	ðʌs	adv.	这样；因而	22	9	2009/2010/2011/2012/2015/2016/2017/2019/2020	thus:22
954	3215	tower	ˈtaʊə(r)	n.	塔	22	3	2010/2015/2018	towers:14 tower:8
955	3220	trade	treɪd	n. vt.	贸易 vt.用…进行交换	22	8	2010/2011/2012/2013/2015/2018/2019/2020	trade:15 trading:3 trades:2 traded:2
956	3336	useful	ˈjuːsfʊl	adj.	有用的，有益的	22	9	2008/2013/2014/2016/2017/2018/2020/2021/2022	useful:22
957	3341	vacation	vəˈkeɪʃ(ə)n	n.	假期，休假	22	8	2009/2010/2011/2013/2015/2016/2018/2020	vacation:17 vacations:3 vacationing:2
958	3636	wake	weɪk	v.	醒，醒来；唤醒（woke, woken）	22	9	2008/2011/2012/2013/2017/2018/2020/2021/2022	wake:12 woke:7 wakes:2 waking:1
959	3414	waste	weɪst	n. vt.	浪费	22	6	2010/2014/2017/2018/2019/2021	waste:21 wasted:1
960	3515	worried	ˈwɜrɪd /ˈwʌ-	adj.	担心的，烦恼的	22	9	2010/2013/2014/2015/2016/2018/2020/2021/2022	worried:22
961	77	adventure	ədˈventʃə(r)	n.	冒险； 奇遇	21	6	2010/2015/2016/2018/2020/2021	adventure:15 adventures:4 adventuring:2
