rank	no	word	ph	pos	def	freq	years	yearList	topForms
774		replace	rɪˈpleɪs	vt.	取代	32	10	2012/2013/2015/2016/2017/2018/2019/2020/2021/2022	replace:17 replaced:10 replaces:3 replacing:2
775		river	ˈrɪvə(r)	n.	江；河；水道；巨流	32	6	2010/2011/2014/2015/2018/2020	river:27 rivers:5
776		role	rəʊl	n.	角色	32	7	2009/2011/2013/2015/2017/2018/2020	role:30 roles:2
777		rush	rʌʃ	vi.	冲，奔跑	32	10	2008/2010/2011/2014/2015/2016/2018/2020/2021/2022	rush:16 rushed:10 rushing:6
778		safety	ˈseɪftɪ	n.	安全，保险	32	8	2008/2010/2013/2017/2018/2020/2021/2022	safety:32
779		scene	sɪːn	n.	（戏剧、电影等的）一场，场景，布景	32	6	2012/2016/2017/2018/2020/2021	scene:26 scenes:6
780		secret	ˈsiːkrɪt	n.	秘密，内情	32	7	2010/2012/2013/2016/2018/2019/2020	secret:27 secrets:5
781		shape	ʃeɪp	n. v.	形状，外形 v. 使成型，制造，塑造	32	7	2011/2012/2013/2015/2018/2020/2022	shape:19 shapes:8 shaped:5
782		stadium	ˈsteɪdɪəm	n.	（露天）体育场	32	1	2021	stadium:20 stadiums:12
783		tend	tend	v.	往往会，常常就，倾向，趋于	32	7	2013/2015/2016/2018/2019/2020/2021	tended:16 tend:15 tends:1
784		tool	tuːl	n.	工具，器具；tooth (复 teeth	32	9	2009/2010/2011/2013/2014/2017/2019/2020/2022	tools:19 tool:13
785		voice	vɔɪs	n.	说话声; 语态	32	10	2009/2011/2012/2013/2014/2016/2017/2020/2021/2022	voice:25 voices:5 voicing:2
786		whole	həʊl	adj.	整个的	32	9	2008/2010/2012/2013/2016/2017/2018/2020/2022	whole:32
787		wing	wɪŋ	n.	机翼，翅膀	32	4	2010/2013/2017/2020	wing:22 wings:10
788		amount	əˈmaʊnt	n. v.	/ v. 金额，数量，总计	31	10	2008/2010/2014/2016/2017/2018/2019/2020/2021/2022	amount:23 amounts:7 amounted:1
789		behind	bɪˈhaɪnd	prep. adv.	(表示位置)在…后面 ad. 在后面；向后	31	10	2010/2011/2013/2014/2016/2017/2018/2019/2020/2022	behind:31
790		concern	kənˈsɜːn	v. n.	/ n. 涉及，关心	31	8	2011/2013/2016/2017/2018/2019/2020/2022	concerned:11 concern:10 concerns:9 concerning:1
791		connect	kəˈnekt	v.	连接，把…联系起来	31	9	2009/2010/2011/2013/2014/2015/2017/2018/2019	connect:17 connected:11 connecting:3
792		damage	ˈdæmɪdʒ	n. vt.	毁坏，损害	31	7	2011/2014/2016/2017/2019/2020/2021	damage:20 damaged:6 damaging:5
793		daughter	ˈdɔːtə(r)	n.	女儿	31	7	2010/2012/2014/2015/2016/2018/2020	daughter:19 daughters:12
794		expensive	ɪkˈspensɪv	adj.	昂贵的	31	9	2008/2011/2013/2014/2016/2017/2018/2019/2022	expensive:31
795		farmer	ˈfɑːmə(r)	n.	农民	31	9	2010/2011/2014/2015/2016/2017/2018/2019/2020	farmers:25 farmer:6
796		gold	ɡəʊld	n.	黄金 a 金的，黄金的	31	6	2008/2010/2015/2016/2018/2019	gold:31
797		knowledge	ˈnɔlɪdʒ	n.	知识，学问	31	8	2008/2011/2013/2014/2015/2016/2018/2020	knowledge:30 knowledges:1
798		manage	ˈmænɪdʒ	v.	管理；设法对付	31	10	2008/2009/2010/2011/2014/2016/2017/2018/2019/2020	managed:13 manage:8 managing:6 manages:4
799		mirror	ˈmɪrə(r)	n.	镜子	31	5	2011/2012/2018/2019/2021	mirror:21 mirrors:10
800		monkey	ˈmʌŋkɪ	n.	猴子	31	4	2018/2019/2020/2022	monkeys:28 monkey:3
801		notice	ˈnəʊtɪs	n. vt.	布告，通告；注意 vt. 注意，注意到	31	9	2008/2011/2012/2013/2014/2015/2016/2019/2021	noticed:20 notice:11
802		puzzle	ˈpʌz(ə)l	n.	难题,（字、画）谜	31	2	2020/2021	puzzles:20 puzzle:11
803		simple	ˈsɪmp(ə)l	adj.	简单的，简易的	31	11	2010/2012/2014/2015/2016/2017/2018/2019/2020/2021/2022	simple:31
804		size	sɪksˈtiːnθ	n.	尺寸，大小	31	11	2008/2009/2010/2011/2012/2013/2014/2015/2017/2018/2021	size:31
805		speed	spiːd	n. v.	速度 v. （使）加速	31	8	2010/2011/2013/2017/2018/2019/2020/2022	speed:28 speeds:2 speeding:1
806		stick		v.	粘住, 钉住; 坚持 木棒, 枝条	31	8	2008/2009/2011/2016/2017/2018/2021/2022	stick:21 stuck:9 sticks:1
807		style	staɪl	n.	方式，作风，款式	31	11	2010/2011/2012/2013/2015/2016/2017/2018/2019/2020/2021	style:22 styles:7 styling:2
808		ticket	ˈtɪkɪt	n.	票；卷	31	6	2011/2013/2014/2016/2017/2020	ticket:21 tickets:10
809		west	west	adj. adv. n.	(在)西；向西,从西来的 ad. 在西方,向西方 n.西部；西方	31	7	2008/2010/2013/2014/2018/2019/2022	west:31
810		wind	wɪnd	n.	风 ；wind(wound,wound	31	6	2008/2010/2011/2012/2015/2016	wind:25 winding:5 winds:1
811		window	ˈwɪndəʊ	n.	窗户；计算机的窗	31	8	2010/2014/2015/2016/2018/2019/2020/2021	window:23 windows:8
812		black	blæk	n. adj.	黑色 a. 黑色的	30	5	2009/2010/2013/2017/2021	black:30
813		camp	kæmp	n. vi.	（夏令）营 vi.野营,宿营	30	4	2014/2017/2018/2019	camping:18 camps:6 camp:4 camper:2
814		cut	kʌt	v. n.	/；切，剪，削，割, 伤口	30	11	2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	cut:25 cutting:3 cuts:2
815		discuss	dɪsˈkʌs	vt.	讨论，议论	30	10	2008/2010/2011/2013/2016/2017/2018/2019/2020/2021	discuss:13 discussed:10 discussing:7
816		figure	ˈfɪɡə(r); (US) ˈfɪgjər	n. vt.	数字；数目；图；图形；（人的）身型；人物；（绘画、雕刻）人物像 vt.（美口语）认为，判断.（在心里）想像，描绘	30	9	2008/2011/2012/2015/2016/2018/2019/2020/2022	figure:18 figured:7 figures:4 figuring:1
817		kite	kaɪt	n.	风筝	30	2	2011/2012	kite:20 kites:10
818		limit	ˈlɪmɪt	vt.	限制；减少	30	9	2008/2009/2011/2012/2016/2017/2018/2020/2021	limited:17 limit:11 limits:1 limiting:1
819		map	mæp	n.	地图	30	4	2010/2011/2012/2018	map:26 maps:4
820		material	məˈtɪərɪəl	n.	材料，原料	30	8	2008/2011/2012/2013/2014/2017/2018/2019	materials:25 material:5
821		movie	ˈmuːvɪ	n.	（口语）电影；Mr. (mister	30	5	2009/2015/2016/2017/2019	movie:26 movies:4
822		pair	peə(r)	n.	一双，一对	30	7	2011/2012/2013/2014/2015/2020/2021	pair:18 pairs:12
823		performance	pəˈfɔːm	n.	演出，表演	30	6	2011/2012/2013/2016/2020/2022	performance:15 performances:15
824		pilot	ˈpaɪlət	n.	飞行员	30	4	2013/2017/2019/2022	pilot:16 pilots:14
825		respect	rɪˈspekt	vt. n.	尊敬，尊重	30	9	2009/2010/2011/2012/2013/2015/2016/2021/2022	respect:17 respected:12 respects:1
826		risk	rɪsk	n. v.	/ v. 危险，风险，冒险	30	9	2014/2015/2016/2017/2018/2019/2020/2021/2022	risk:25 risks:3 risking:2
827		sight	saɪ	n.	情景，风景；视力	30	8	2010/2011/2013/2015/2017/2018/2019/2020	sight:27 sights:3
828		suitable	ˈsjuːtəb(ə)l	adj.	合适的，适宜的	30	11	2008/2011/2012/2013/2015/2016/2017/2018/2019/2020/2022	suitable:30
829		tea	tiː	n.	茶；茶叶 ；teach(taught,taught	30	4	2010/2011/2013/2022	tea:30
830		village	ˈvɪlɪdʒ	n.	村庄，乡村	30	7	2010/2012/2014/2015/2016/2019/2020	village:22 villages:8
831		volunteer	vɔlənˈtɪə(r)	n. v.	/ v. 义工，自愿者，无偿做	30	5	2016/2017/2019/2021/2022	volunteers:13 volunteer:12 volunteering:4 volunteered:1
832		wild	waɪld	adj.	未开发的，荒凉的；野生的，野的	30	8	2012/2013/2014/2016/2018/2020/2021/2022	wild:28 wildest:1 wilder:1
833		wonder	ˈwʌndə(r)	v. n.	对…疑惑，感到惊奇,想知道 n. 惊讶,惊叹;奇迹	30	9	2009/2010/2012/2013/2014/2015/2016/2019/2020	wonder:14 wondered:7 wondering:5 wonders:4
834		action	ˈækʃ(ə)n	n.	行动	29	7	2010/2011/2013/2014/2015/2021/2022	action:19 actions:10
835		actor	ˈæktə(r)	n.	男演员	29	4	2012/2016/2017/2020	actor:16 actors:13
836		April	ˈeɪpr(ə)l	n.	4月	29	6	2010/2014/2017/2018/2020/2022	april:29
837		beach	biːtʃ	n.	海滨，海滩	29	8	2008/2010/2012/2015/2019/2020/2021/2022	beach:19 beaches:10
838		brain	breɪn	n.	脑（子	29	9	2009/2011/2013/2015/2016/2017/2018/2019/2020	brain:19 brains:10
839		charge	tʃɑːdʒ	v. n.	要求收费；索价；将(电池)充电 n. 费用；价钱	29	9	2008/2013/2014/2015/2016/2017/2018/2019/2022	charge:14 charges:10 charged:4 charging:1
840		comedy	ˈkɔmədɪ	n.	喜剧	29	4	2016/2017/2019/2022	comedy:23 comedies:6
841		earth	ɜːθ	n.	地球；土，泥；大地	29	6	2008/2010/2014/2015/2016/2020	earth:29
842		express	ɪkˈspres	vt. n.	表达；表示；表情 n. 快车，特快专递	29	11	2008/2010/2012/2014/2015/2016/2017/2018/2019/2020/2021	express:25 expressed:2 expresses:2
843		field	fiːld	n.	田地；牧场；场地	29	8	2010/2013/2014/2016/2018/2019/2020/2021	field:19 fields:10
844		fight	faɪt	n.	打仗（架），争论	29	10	2011/2012/2013/2014/2015/2016/2017/2018/2020/2021	fight:15 fighting:11 fought:3
845		front	frʌnt	adj. n.	前面的；前部的 n. 前面；前部；前线	29	10	2008/2010/2011/2012/2014/2016/2018/2019/2020/2022	front:29
846		heat	hiːt	n. vt.	热 vt. 把……加热	29	6	2008/2009/2015/2017/2020/2021	heat:23 heated:3 heating:3
847		international	ɪntəˈnæʃən(ə)l	adj.	国际的	29	8	2010/2012/2017/2018/2019/2020/2021/2022	international:29
848		interview	ˈɪntəvjuː	n. vt.	采访,会见,面试	29	6	2008/2013/2017/2018/2019/2021	interview:16 interviews:8 interviewer:5
849		meaning	ˈmiːnɪŋ	n.	意思，含意	29	9	2010/2011/2012/2013/2015/2016/2020/2021/2022	meaning:22 meanings:7
850		organization	ɔːɡənaɪˈzeɪʃ(ə)n	n.	组织，机构	29	6	2013/2014/2015/2017/2020/2021	organization:17 organizations:12
851		pack	pæk	n. v.	包,捆;（猎犬、野兽的）一群 v.(为运输或储存而)打包	29	10	2008/2010/2013/2015/2016/2017/2019/2020/2021/2022	packed:15 pack:8 packs:4 packing:2
852		pick	pɪk	v.	拾起，采集；挑选	29	11	2009/2012/2013/2015/2016/2017/2018/2019/2020/2021/2022	pick:19 picked:4 picking:3 picks:3
853		powerful	ˈpaʊəfʊl	adj.	效力大的，强有力的，强大的	29	7	2010/2011/2012/2013/2015/2016/2018	powerful:29
854		reflect	rɪˈflekt	v.	反映，反射	29	9	2008/2010/2011/2014/2015/2018/2019/2020/2022	reflected:14 reflect:12 reflecting:2 reflects:1
855		relate	rɪˈleɪt	vi.	有关； 涉及	29	9	2009/2010/2012/2013/2014/2016/2018/2019/2022	related:17 relate:5 relates:5 relating:2
856		search	sɜːtʃ	n. v.	搜寻，搜查	29	8	2011/2013/2014/2017/2018/2019/2020/2022	searched:11 search:10 searching:5 searches:3
857		seat	siːt	n.	座位，座	29	7	2010/2013/2016/2017/2019/2021/2022	seats:16 seat:11 seating:2
858		Sunday	ˈsʌndeɪ	n.	星期日	29	8	2011/2013/2014/2015/2017/2018/2020/2022	sunday:25 sundays:4
859		ten	ten	num.	十	29	7	2009/2010/2013/2014/2015/2018/2020	ten:26 tens:3
860		trend	trend	n.	趋势，倾向，动态	29	7	2011/2014/2016/2017/2018/2019/2020	trend:27 trends:2
861		TV	‚tiːˈviː	n.	电视机 television的缩写	29	7	2008/2009/2014/2015/2016/2017/2018	tv:29
862		understanding	ʌndəˈstændɪŋ	n.	领会;理解；undertake (undertook, undertaken	29	8	2010/2011/2013/2014/2016/2018/2019/2020	understanding:29
863		achieve	əˈtʃiːv	vt.	达到，取得	28	6	2013/2014/2015/2016/2019/2022	achieve:18 achieved:7 achieving:3
864		admit	ədˈmɪt	vt.	承认，准许（入场，入学，入会	28	7	2009/2013/2018/2019/2020/2021/2022	admit:16 admitted:9 admits:2 admitting:1
865		hill	hɪl	n.	小山;丘陵;土堆;斜坡	28	6	2010/2017/2018/2019/2020/2022	hill:15 hills:13
866		media	ˈmiːdɪə	n.	大众传播媒介	28	7	2013/2016/2018/2019/2020/2021/2022	media:28
867		meeting	ˈmiːtɪŋ	n.	会,集会,会见,汇合点	28	8	2009/2010/2011/2013/2017/2018/2019/2022	meeting:18 meetings:10
868		sale	seɪl	n.	卖，出售	28	9	2010/2011/2012/2013/2014/2016/2017/2019/2020	sales:19 sale:9
869		screen	skriːn	n.	幕，荧光屏	28	9	2008/2009/2011/2012/2013/2015/2017/2018/2019	screen:24 screening:2 screens:2
870		settle	ˈset(ə)l	vi.	安家，定居	28	7	2010/2014/2016/2017/2018/2021/2022	settled:15 settle:9 settling:4
871		spot	spɔt	n. v.	斑点，污点；场所，地点 v. 沾上污渍，弄脏	28	6	2009/2013/2015/2018/2020/2021	spots:18 spot:5 spotted:5
872		tired	ˈtaɪəd	adj.	疲劳的，累的	28	7	2008/2010/2011/2012/2016/2017/2018	tired:28
873		treat	triːt	vt.	对待，看待	28	8	2009/2010/2011/2012/2013/2016/2020/2022	treated:17 treat:7 treating:2 treats:2
874		vegetable	ˈvedʒɪtəb(ə)l	n.	蔬菜	28	6	2011/2013/2015/2016/2017/2020	vegetables:18 vegetable:10
875		advance	ədˈvɑːns; (US) ədˈvæns	v.	推进，促进；前进	27	9	2010/2012/2013/2014/2016/2017/2018/2019/2022	advanced:12 advance:11 advances:4
876		America	əˈmerɪkə	n.	* n. 美国；美洲	27	5	2010/2014/2016/2018/2019	america:25 americas:2
877		attack	əˈtæk	vt. n.	/ n. 攻击，袭击	27	8	2010/2012/2014/2015/2017/2019/2021/2022	attack:16 attacked:4 attacking:3 attacker:2
878		bus	bʌs	n.	公共汽车	27	6	2010/2011/2014/2016/2020/2021	bus:23 bused:2 buses:2
879		capital	ˈkæpɪt(ə)l	n.	首都.省会.大写；资本	27	5	2008/2010/2013/2018/2020	capital:27
880		chocolate	ˈtʃɔklət	n.	巧克力	27	2	2010/2013	chocolate:21 chocolates:6
881		cool	kuːl	adj.	凉的，凉爽的；酷	27	9	2008/2009/2010/2011/2015/2016/2018/2019/2021	cool:18 coolest:3 cooling:2 cooler:2
882		date	deɪt	n.	日期；约会 n.枣	27	4	2015/2017/2020/2022	date:16 dates:5 dating:4 dated:2
883		depend	dɪˈpend	vi.	依靠，依赖，指望；取决于	27	10	2008/2010/2012/2013/2015/2018/2019/2020/2021/2022	depending:11 depends:9 depend:5 depended:2
884		earn	ɜːn	vt.	挣得，赚得	27	8	2010/2011/2013/2015/2017/2018/2020/2022	earn:17 earning:5 earned:5
885		fear	fɪə(r)	n.	害怕；恐惧； 担忧	27	8	2008/2010/2013/2015/2017/2019/2020/2022	fear:21 feared:4 fears:2
886		feed		v.	喂（养）; 饲（养）	27	8	2010/2014/2015/2016/2017/2018/2019/2022	feed:14 fed:9 feeding:2 feeds:2
887		flight	flaɪt	n.	航班 n. 楼梯的一段	27	6	2008/2011/2013/2016/2017/2019	flight:25 flights:2
888		general	ˈdʒenər(ə)l	adj.	大体，笼统的，总的	27	9	2011/2012/2013/2014/2015/2016/2018/2020/2022	general:27
889		major	ˈmeɪdʒə(r)	adj.	较大的；主要的	27	8	2008/2013/2015/2017/2018/2020/2021/2022	major:27
890		nature	ˈneɪtʃə(r)	n.	自然, 性质，种类	27	8	2010/2015/2016/2017/2018/2019/2020/2021	nature:27
891		owner	ˈəʊnə(r)	n.	物主，所有人	27	6	2010/2011/2016/2017/2018/2019	owner:18 owners:9
892		publish	ˈpʌblɪʃ	vt.	出版，发行	27	6	2011/2014/2016/2018/2020/2021	published:24 publisher:2 publishing:1
893		rail	reɪl	n.	铁路	27	5	2010/2018/2020/2021/2022	rail:27
894		remove	rɪˈmuːv	vt.	移动，拿走，脱掉（衣服等	27	10	2010/2011/2013/2015/2016/2017/2018/2020/2021/2022	remove:13 removed:7 removing:4 removes:3
895		request	rɪˈkwest	n.	请求，要求的事物	27	7	2011/2014/2017/2019/2020/2021/2022	request:14 requests:11 requested:2
896		reserve	rɪˈzɜːv	n. v.	储备；预定	27	7	2010/2013/2014/2017/2018/2020/2021	reserve:19 reserved:4 reserves:4
897		reward	rɪˈwɔːd	n.	奖赏	27	7	2013/2014/2016/2018/2019/2020/2021	reward:12 rewarded:8 rewards:5 rewarding:2
898		slow	slɪp	adv.	慢慢地，缓慢地	27	8	2010/2011/2013/2015/2017/2018/2019/2020	slow:16 slowing:5 slower:5 slows:1
899		surface	ˈsɜːfɪs	n.	表面	27	8	2008/2009/2011/2016/2017/2018/2019/2021	surface:17 surfaces:10
900		term	tɜːm	n.	学期;术语;条款;项	27	7	2013/2014/2015/2016/2017/2019/2021	term:21 terms:6
901		thank	θæŋk	vt. n.	感谢，致谢，道谢 n. （复）感谢，谢意	27	10	2008/2010/2011/2014/2015/2016/2018/2019/2020/2021	thanks:13 thank:12 thanked:2
902		throughout	θruːˈaʊt	prep.	遍及，贯穿；throw(threw,thrown	27	8	2011/2012/2017/2018/2019/2020/2021/2022	throughout:27
903		total	ˈtəʊt(ə)l	adj. n. v.	总数的;总括的;完全的,全然的 n.合计,总计 v.合计为	27	7	2013/2014/2015/2016/2018/2020/2021	total:26 totalling:1
904		tourist	ˈtʊərɪst	n.	旅行者，观光者	27	9	2010/2012/2015/2016/2017/2018/2019/2021/2022	tourist:14 tourists:13
905		worth	wɜːθ	adj.	有…的价值,值得…的	27	9	2010/2013/2014/2015/2016/2018/2019/2020/2021	worth:27
906		admission	ədˈmɪʃ(ə)n	n.	准入, 接纳	26	7	2010/2015/2018/2019/2020/2021/2022	admission:22 admissions:4
907		annoy	əˈnɔɪ	vt.	（使）烦恼	26	9	2009/2015/2016/2017/2018/2019/2020/2021/2022	annoying:17 annoyed:7 annoys:2
908		anything	ˈenɪθɪŋ	pron.	什么事（物）；任何事（物	26	9	2010/2011/2012/2013/2015/2016/2017/2018/2020	anything:26
909		beat		v.	敲打; 跳动; 打赢 n.（音乐）节拍	26	9	2008/2010/2013/2016/2018/2019/2020/2021/2022	beat:10 beating:7 beaten:6 beats:3
910		beginning	bɪˈɡɪnɪŋ	n.	开始，开端	26	9	2010/2011/2013/2014/2015/2016/2019/2020/2021	beginning:25 beginnings:1
911		blue	bluː	n. adj.	蓝色 a.蓝色的 a. 悲伤的；沮丧的	26	6	2010/2012/2015/2019/2020/2021	blue:26
912		centre	ˈsentə(r)	n.	中心，中央(英)	26	7	2010/2011/2015/2016/2017/2018/2022	centre:22 centres:2 centred:2
913		cup	kʌp	n.	茶杯	26	5	2010/2011/2013/2017/2021	cup:21 cups:5
914		director	dɪˈrektə(r)	n.	所长，处长，主任；董事；导演	26	9	2010/2011/2012/2014/2016/2017/2018/2019/2020	director:26
915		distance	ˈdɪstəns	n.	距离	26	7	2010/2012/2013/2014/2015/2017/2020	distance:22 distances:4
916		easily	ˈiːzɪlɪ	adv.	容易地	26	12	2008/2010/2011/2012/2013/2014/2015/2016/2018/2019/2020/2022	easily:26
917		farm	fɑːm	n.	农场；农庄	26	8	2008/2009/2010/2011/2014/2015/2017/2019	farm:19 farming:5 farms:2
918		hundred	ˈhʌndrəd	num.	百	26	10	2010/2011/2013/2014/2015/2016/2017/2018/2019/2020	hundreds:20 hundred:6
919		internet	ˈɪntənet	n.	互联网，英特网	26	6	2012/2013/2014/2015/2016/2017	internet:26
920		moment	ˈməʊmənt	n.	片刻，瞬间	26	9	2008/2011/2013/2014/2015/2017/2018/2019/2022	moment:24 moments:2
921		passenger	ˈpæsɪndʒə(r)	n.	乘客，旅客	26	5	2011/2014/2016/2017/2022	passenger:22 passengers:4
922		prevent	prɪˈvent	vt.	防止, 预防	26	9	2008/2011/2012/2013/2014/2015/2016/2017/2018	prevent:19 prevented:5 preventing:2
923		programme	proɡrəm	n.	节目；项目 (美program)	26	7	2011/2014/2015/2018/2020/2021/2022	programme:15 programmes:11
924		repair	rɪˈpeə(r)	n. vt.	修理；修补	26	8	2011/2013/2014/2015/2017/2019/2020/2022	repair:15 repaired:6 repairing:5
925		serious	ˈsɪərɪəs	adj.	严肃的,严重的,认真的	26	11	2008/2011/2013/2014/2015/2016/2017/2018/2019/2020/2022	serious:26
926		south	ˈsaʊə(r)	adj. adv. n.	南(方)的；向南的；从南来的 ad. 在南方；向南方；自南方 n. 南；南方；南风；南部	26	8	2011/2014/2016/2018/2019/2020/2021/2022	south:26
927		spread	spred	v.	延伸； 展开	26	6	2010/2011/2016/2018/2019/2020	spread:18 spreading:7 spreads:1
928		studio	ˈstjuːdɪəʊ	n.	工作室，演播室	26	5	2012/2017/2018/2019/2020	studio:26
929		subject	ˈsʌbdʒɪkt	adj. vt. n.	隶属的；受支配的；易受…的；在…条件下 vt. 使隶属；使服从；使受到 n. 题目；主题；学科；主语；主体	26	9	2008/2009/2010/2011/2012/2015/2019/2020/2022	subject:20 subjects:6
930		thousand	ˈθaʊzənd	num.	千	26	8	2008/2010/2014/2016/2017/2018/2020/2021	thousands:21 thousand:5
931		traffic	ˈtræfɪk	n.	交通，来往车辆	26	6	2008/2011/2013/2017/2020/2022	traffic:26
932		advice	ədˈvaɪs	n.	忠告，劝告，建议	25	9	2008/2010/2011/2012/2013/2016/2017/2018/2019	advice:25
933		ahead	əˈhed	adv.	在前，向前	25	7	2010/2011/2012/2014/2016/2018/2022	ahead:25
934		approach	əˈprəʊtʃ	n. v.	/ v. 靠近，接近，建议，要求	25	7	2010/2013/2016/2017/2018/2021/2022	approach:12 approaches:6 approaching:4 approached:3
935		article	ˈɑːtɪk(ə)l	n.	文章;东西,物品;冠词	25	5	2008/2012/2014/2016/2020	articles:16 article:9
936		chemical	ˈkemɪk(ə)l	adj. n.	化学的 n. 化学品	25	7	2008/2013/2014/2015/2016/2017/2020	chemicals:17 chemical:8
937		desire	dɪˈzaɪə(r)	vt. n.	要求；期望	25	7	2015/2016/2018/2019/2020/2021/2022	desire:20 desires:3 desired:2
938		desk	desk	n.	书桌，写字台	25	5	2008/2011/2016/2017/2019	desk:25
939		direct	dɪˈrekt	adj. vt.	/ vt. 直接的；直达的；直截了当的 指挥；指导；监督；管理；指挥（演奏）；导演（电影	25	6	2010/2016/2017/2019/2020/2022	directs:11 direct:7 directing:4 directed:3
940		disabled	dɪsˈeɪb(ə)ld	adj.	残废的，残疾的	25	6	2010/2011/2013/2014/2016/2019	disabled:25
941		forward	ˈfɔːwəd	adv.	将来.今后.向前，前进	25	10	2008/2010/2012/2013/2014/2016/2017/2018/2019/2022	forward:25
942		hospital	ˈhɔspɪt(ə)l	n.	医院	25	8	2010/2013/2016/2017/2018/2019/2020/2022	hospital:25
943		industry	ˈɪndəstrɪ	n.	工业，产业	25	6	2010/2011/2013/2017/2018/2022	industry:21 industries:4
944		inside	ɪnˈsaɪd	prep. adv.	在…里面 ad.在里面	25	8	2008/2012/2014/2016/2017/2019/2021/2022	inside:25
945		movement	ˈmuːvmənt	n.	运动，活动	25	7	2011/2014/2016/2017/2019/2021/2022	movement:23 movements:2
946		nearly	ˈnɪəlɪ	adv.	将近，几乎	25	8	2010/2012/2014/2015/2017/2018/2019/2022	nearly:25
947		north	nɔːθ	adj. adv. n.	北的;朝北的;从北来的 ad.向（在,从）北方 n.北;北方;北部	25	9	2010/2011/2013/2014/2015/2016/2017/2018/2019	north:25
948		Pacific	pəˈsɪfɪk	adj.	太平洋的	25	4	2012/2016/2017/2018	pacific:25
